,Loss/surrogate,Policy/mean_noise_std,Train/env_mean_success,Train2/mean_reward/step,Train2/mean_episode_length/episode,Loss/value_function
0,-0.013674644753336906,0.799792468547821,0.0,0.0990283191204071,32.0,4.592564105987549
